Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|S|Sprint Corporation Common Stock|N| |N|100|N||S|S|N
Y|SA|Seabridge Gold, Inc. Ordinary Shares (Canada)|N| |N|100|N||SA|SA|N
Y|SAA|ProShares Ultra SmallCap600|P| |Y|100|N||SAA|SAA|N
Y|SAB|Saratoga Investment Corp 6.75% Notes due 2023|N| |N|100|N||SAB|SAB|N
Y|SABR|Sabre Corporation - Common Stock|Q|Q|N|100|N|N||SABR|N
Y|SACH|Sachem Capital Corp. Common Shares|A| |N|100|N||SACH|SACH|N
Y|SAEX|SAExploration Holdings, Inc. - Common Stock|Q|S|N|100|N|D||SAEX|N
Y|SAFE|Safety, Income & Growth Inc. Common Stock|N| |N|100|N||SAFE|SAFE|N
Y|SAFM|Sanderson Farms, Inc. - Common Stock|Q|Q|N|100|N|N||SAFM|N
Y|SAFT|Safety Insurance Group, Inc. - Common Stock|Q|Q|N|100|N|N||SAFT|N
Y|SAGE|Sage Therapeutics, Inc. - Common Stock|Q|G|N|100|N|N||SAGE|N
Y|SAGG|Direxion Daily Total Bond Market Bear 1X Shares|P| |Y|100|N||SAGG|SAGG|N
Y|SAH|Sonic Automotive, Inc. Common Stock|N| |N|100|N||SAH|SAH|N
Y|SAIA|Saia, Inc. - Common Stock|Q|Q|N|100|N|N||SAIA|N
Y|SAIC|SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock|N| |N|100|N||SAIC|SAIC|N
Y|SAIL|SailPoint Technologies Holdings, Inc. Common Stock|N| |N|100|N||SAIL|SAIL|N
Y|SAL|Salisbury Bancorp, Inc. - Common Stock|Q|S|N|100|N|N||SAL|N
Y|SALM|Salem Media Group, Inc. - Class A Common Stock|Q|G|N|100|N|N||SALM|N
Y|SALT|Scorpio Bulkers Inc. Common Stock|N| |N|100|N||SALT|SALT|N
Y|SAM|Boston Beer Company, Inc. (The) Common Stock|N| |N|100|N||SAM|SAM|N
Y|SAMG|Silvercrest Asset Management Group Inc. - Common Stock|Q|G|N|100|N|N||SAMG|N
Y|SAN|Banco Santander, S.A. Sponsored ADR (Spain)|N| |N|100|N||SAN|SAN|N
Y|SAN$A|Banco Santander, S.A. 6.80% Non-cumulative Series 4 Guaranteed Preferred Securities|N| |N|100|N||SANpA.CL|SAN-A*|N
Y|SAN$B|Banco Santander, S.A. Floating Rate Non-cumulative Series 6 Guaranteed Preferred Securities|N| |N|100|N||SANpB|SAN-B|N
Y|SAN$I|Banco Santander, S.A. 6.41% Non-Cumulative Guaranteed Preferred Securities, Series 1|N| |N|100|N||SANpI|SAN-I|N
Y|SAND|Sandstorm Gold Ltd. Ordinary Shares (Canada)|A| |N|100|N||SAND|SAND|N
Y|SANM|Sanmina Corporation - Common Stock|Q|Q|N|100|N|N||SANM|N
Y|SANW|S&W Seed Company - Common Stock|Q|S|N|100|N|N||SANW|N
Y|SAP|SAP  SE ADS|N| |N|100|N||SAP|SAP|N
Y|SAR|Saratoga Investment Corp New|N| |N|100|N||SAR|SAR|N
Y|SASR|Sandy Spring Bancorp, Inc. - Common Stock|Q|Q|N|100|N|N||SASR|N
Y|SATS|EchoStar Corporation - common stock|Q|Q|N|100|N|N||SATS|N
Y|SAUC|Diversified Restaurant Holdings, Inc. - Common Stock|Q|S|N|100|N|N||SAUC|N
Y|SAVE|Spirit Airlines, Inc. Common Stock|N| |N|100|N||SAVE|SAVE|N
Y|SB|Safe Bulkers, Inc Common Stock ($0.001 par value)|N| |N|100|N||SB|SB|N
Y|SB$C|Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)|N| |N|100|N||SBpC|SB-C|N
Y|SB$D|Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)|N| |N|100|N||SBpD|SB-D|N
Y|SBAC|SBA Communications Corporation - Class A Common Stock|Q|Q|N|100|N|N||SBAC|N
Y|SBB|ProShares Short SmallCap600|P| |Y|100|N||SBB|SBB|N
Y|SBBC|Scorpio Tankers Inc. 8.25% Senior Notes due 2019|N| |N|100|N||SBBC|SBBC|N
Y|SBBP|Strongbridge Biopharma plc - Ordinary Shares|Q|Q|N|100|N|N||SBBP|N
Y|SBBX|SB One Bancorp - Common Stock|Q|G|N|100|N|N||SBBX|N
Y|SBCF|Seacoast Banking Corporation of Florida - Common Stock|Q|Q|N|100|N|N||SBCF|N
Y|SBFG|SB Financial Group, Inc. - Common Stock|Q|S|N|100|N|N||SBFG|N
Y|SBFGP|SB Financial Group, Inc. - Depositary Shares each representing a 1/100th interest in a 6.50% Noncumulative convertible perpetual preferred share, Series A|Q|S|N|100|N|N||SBFGP|N
Y|SBGI|Sinclair Broadcast Group, Inc. - Class A Common Stock|Q|Q|N|100|N|N||SBGI|N
Y|SBGL|D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four ordinary shares)|N| |N|100|N||SBGL|SBGL|N
Y|SBH|Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock|N| |N|100|N||SBH|SBH|N
Y|SBI|Western Asset Intermediate Muni Fund Inc Common Stock|N| |N|100|N||SBI|SBI|N
Y|SBIO|ALPS Medical Breakthroughs ETF|P| |Y|100|N||SBIO|SBIO|N
Y|SBLK|Star Bulk Carriers Corp. - Common Shares|Q|Q|N|100|N|N||SBLK|N
Y|SBLKZ|Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022|Q|Q|N|100|N|N||SBLKZ|N
Y|SBM|Short Basic Materials|P| |Y|100|N||SBM|SBM|N
Y|SBNA|Scorpio Tankers Inc. 6.75% Senior Notes due 2020|N| |N|100|N||SBNA|SBNA|N
Y|SBNY|Signature Bank - Common Stock|Q|Q|N|100|N|N||SBNY|N
Y|SBNYW|Signature Bank - Warrants 12/12/2018|Q|Q|N|100|N|N||SBNYW|N
Y|SBOT|Stellar Biotechnologies, Inc. - Common Shares|Q|S|N|100|N|D||SBOT|N
Y|SBOW|SilverBow Resorces, Inc. Common Stock|N| |N|100|N||SBOW|SBOW|N
Y|SBPH|Spring Bank Pharmaceuticals, Inc. - Common Stock|Q|S|N|100|N|N||SBPH|N
Y|SBR|Sabine Royalty Trust Common Stock|N| |N|100|N||SBR|SBR|N
Y|SBRA|Sabra Health Care REIT, Inc. - Common Stock|Q|Q|N|100|N|N||SBRA|N
Y|SBRAP|Sabra Health Care REIT, Inc. - 7.125% Preferred Series A|Q|Q|N|100|N|N||SBRAP|N
Y|SBS|Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)|N| |N|100|N||SBS|SBS|N
Y|SBSI|Southside Bancshares, Inc. - Common Stock|Q|Q|N|100|N|N||SBSI|N
Y|SBT|Sterling Bancorp, Inc. - Common Stock|Q|S|N|100|N|N||SBT|N
Y|SBUX|Starbucks Corporation - Common Stock|Q|Q|N|100|N|N||SBUX|N
Y|SC|Santander Consumer USA Holdings Inc. Common Stock|N| |N|100|N||SC|SC|N
Y|SCA|Stellus Capital Investment Corporation 5.75% Notes due 2022|N| |N|100|N||SCA|SCA|N
Y|SCAC|Saban Capital Acquisition Corp. - Class A Ordinary Share|Q|S|N|100|N|N||SCAC|N
Y|SCACU|Saban Capital Acquisition Corp. - Unit|Q|S|N|100|N|N||SCACU|N
Y|SCACW|Saban Capital Acquisition Corp. - Warrants|Q|S|N|100|N|N||SCACW|N
Y|SCAP|AdvisorShares Cornerstone Small Cap ETF|P| |Y|100|N||SCAP|SCAP|N
Y|SCC|ProShares UltraShort Consumer Services|P| |Y|100|N||SCC|SCC|N
Y|SCCO|Southern Copper Corporation Common Stock|N| |N|100|N||SCCO|SCCO|N
Y|SCD|LMP Capital and Income Fund Inc. Common Stock|N| |N|100|N||SCD|SCD|N
Y|SCE$B|Southern California Edison Company 4.08% Preferred Stock|A| |N|100|N||SCEpB|SCE-B|N
Y|SCE$C|Southern California Edison Company 4.24% Preferred Stock|A| |N|100|N||SCEpC|SCE-C|N
Y|SCE$D|Southern California Edison Company 4.32% Preferred Stock|A| |N|100|N||SCEpD|SCE-D|N
Y|SCE$E|Southern California Edison Company 4.78% Preferred Stock|A| |N|100|N||SCEpE|SCE-E|N
Y|SCE$G|SCE Trust II Trust Preferred Securities|N| |N|100|N||SCEpG|SCE-G|N
Y|SCE$H|SCE Trust III Fixed/Floating Rate Trust Preference Securities|N| |N|100|N||SCEpH|SCE-H|N
Y|SCE$J|Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities|N| |N|100|N||SCEpJ|SCE-J|N
Y|SCE$K|Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities|N| |N|100|N||SCEpK|SCE-K|N
Y|SCE$L|SCE TRUST VI|N| |N|100|N||SCEpL|SCE-L|N
Y|SCG|SCANA Corporation Common Stock|N| |N|100|N||SCG|SCG|N
Y|SCHA|Schwab U.S. Small-Cap ETF|P| |Y|100|N||SCHA|SCHA|N
Y|SCHB|Schwab U.S. Broad Market ETF|P| |Y|100|N||SCHB|SCHB|N
Y|SCHC|Schwab International Small-Cap Equity ETF|P| |Y|100|N||SCHC|SCHC|N
Y|SCHD|Schwab US Dividend Equity ETF|P| |Y|100|N||SCHD|SCHD|N
Y|SCHE|Schwab Emerging Markets Equity ETF|P| |Y|100|N||SCHE|SCHE|N
Y|SCHF|Schwab International Equity ETF|P| |Y|100|N||SCHF|SCHF|N
Y|SCHG|Schwab U.S. Large-Cap Growth ETF|P| |Y|100|N||SCHG|SCHG|N
Y|SCHH|Schwab U.S. REIT ETF|P| |Y|100|N||SCHH|SCHH|N
Y|SCHK|Schwab 1000 Index ETF|P| |Y|100|N||SCHK|SCHK|N
Y|SCHL|Scholastic Corporation - Common Stock|Q|Q|N|100|N|N||SCHL|N
Y|SCHM|Schwab U.S. Mid Cap ETF|P| |Y|100|N||SCHM|SCHM|N
Y|SCHN|Schnitzer Steel Industries, Inc. - Class A Common Stock|Q|Q|N|100|N|N||SCHN|N
Y|SCHO|Schwab Short-Term U.S. Treasury ETF|P| |Y|100|N||SCHO|SCHO|N
Y|SCHP|Schwab U.S. TIPs ETF|P| |Y|100|N||SCHP|SCHP|N
Y|SCHR|Schwab Intermediate-Term U.S. Treasury ETF|P| |Y|100|N||SCHR|SCHR|N
Y|SCHV|Schwab U.S. Large-Cap Value ETF|P| |Y|100|N||SCHV|SCHV|N
Y|SCHW|Charles Schwab Corporation (The) Common Stock|N| |N|100|N||SCHW|SCHW|N
Y|SCHW$C|The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock, Series C|N| |N|100|N||SCHWpC|SCHW-C|N
Y|SCHW$D|The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D|N| |N|100|N||SCHWpD|SCHW-D|N
Y|SCHX|Schwab U.S. Large-Cap ETF|P| |Y|100|N||SCHX|SCHX|N
Y|SCHZ|Schwab US Aggregate Bond ETF|P| |Y|100|N||SCHZ|SCHZ|N
Y|SCI|Service Corporation International Common Stock|N| |N|100|N||SCI|SCI|N
Y|SCID|Global X Scientific Beta Europe ETF|P| |Y|100|N||SCID|SCID|N
Y|SCIF|VanEck Vectors India Small-Cap Index ETF|P| |Y|100|N||SCIF|SCIF|N
Y|SCIJ|Global X Scientific Beta Japan ETF|P| |Y|100|N||SCIJ|SCIJ|N
Y|SCIN|Columbia India Small Cap ETF|P| |Y|100|N||SCIN|SCIN|N
Y|SCIU|Global X Scientific Beta US ETF|P| |Y|100|N||SCIU|SCIU|N
Y|SCIX|Global X Scientific Beta Asia ex-Japan ETF|P| |Y|100|N||SCIX|SCIX|N
Y|SCJ|iShares MSCI Japan Sm Cap|P| |Y|100|N||SCJ|SCJ|N
Y|SCKT|Socket Mobile, Inc. - Common Stock|Q|S|N|100|N|N||SCKT|N
Y|SCL|Stepan Company Common Stock|N| |N|100|N||SCL|SCL|N
Y|SCM|Stellus Capital Investment Corporation Common Stock|N| |N|100|N||SCM|SCM|N
Y|SCO|ProShares UltraShort Bloomberg Crude Oil|P| |Y|100|N||SCO|SCO|N
Y|SCON|Superconductor Technologies Inc. - Common Stock|Q|S|N|100|N|N||SCON|N
Y|SCPH|scPharmaceuticals Inc. - Common Stock|Q|Q|N|100|N|N||SCPH|N
Y|SCS|Steelcase Inc. Common Stock|N| |N|100|N||SCS|SCS|N
Y|SCSC|ScanSource, Inc. - Common Stock|Q|Q|N|100|N|N||SCSC|N
Y|SCTO|Global X JPMorgan US Sector Rotator Index ETF|P| |Y|100|N||SCTO|SCTO|N
Y|SCVL|Shoe Carnival, Inc. - Common Stock|Q|Q|N|100|N|N||SCVL|N
Y|SCWX|SecureWorks Corp. - Class A Common Stock|Q|Q|N|100|N|N||SCWX|N
Y|SCX|L.S. Starrett Company (The) Common Stock|N| |N|100|N||SCX|SCX|N
Y|SCYX|SCYNEXIS, Inc. - Common Stock|Q|G|N|100|N|N||SCYX|N
Y|SCZ|iShares MSCI EAFE Small-Cap ETF|Q|G|Y|100|N|N||SCZ|N
Y|SD|SandRidge Energy, Inc. Common Stock|N| |N|100|N||SD|SD|N
Y|SDCI|USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund|P| |Y|100|N||SDCI|SDCI|N
Y|SDD|ProShares UltraShort SmallCap600|P| |Y|100|N||SDD|SDD|N
Y|SDEM|Global X MSCI SuperDividend Emerging Markets ETF|P| |Y|100|N||SDEM|SDEM|N
Y|SDI|Standard Diversified Inc. Class A Common Stock|A| |N|100|N||SDI|SDI|N
Y|SDIV|Global X SuperDividend ETF|P| |Y|100|N||SDIV|SDIV|N
Y|SDLP|Seadrill Partners LLC Common Units Representing Limited Liability Company Interests|N| |N|100|N||SDLP|SDLP|N
Y|SDOG|ALPS Sector Dividend Dogs ETF|P| |Y|100|N||SDOG|SDOG|N
Y|SDOW|UltraPro Short Dow30|P| |Y|100|N||SDOW|SDOW|N
Y|SDP|ProShares UltraShort Utilities|P| |Y|100|N||SDP|SDP|N
Y|SDPI|Superior Drilling Products, Inc. Common Stock|A| |N|100|N||SDPI|SDPI|N
Y|SDR|SandRidge Mississippian Trust II Common Units representing Beneficial Interests|N| |N|100|N||SDR|SDR|N
Y|SDRL|Seadrill Limited Ordinary Shares (Bermuda)|N| |N|100|N||SDRL|SDRL|N
Y|SDS|ProShares UltraShort S&P500|P| |Y|100|N||SDS|SDS|N
Y|SDT|SandRidge Mississippian Trust I Common Units of Beneficial Interest|N| |N|100|N||SDT|SDT|N
Y|SDVY|First Trust SMID Cap Rising Dividend Achievers ETF|Q|G|Y|100|N|N||SDVY|N
Y|SDY|SPDR S&P Dividend ETF|P| |Y|100|N||SDY|SDY|N
Y|SDYL|ETRACS Monthly Pay 2xLeveraged S&P Dividend ETN|P| |N|100|N||SDYL|SDYL|N
Y|SE|Sea Limited American Depositary Shares, each representing one Class A Ordinary Share|N| |N|100|N||SE|SE|N
Y|SEA|PowerShares Shipping Portfolio|P| |Y|100|N||SEA|SEA|N
Y|SEAC|SeaChange International, Inc. - Common Stock|Q|Q|N|100|N|N||SEAC|N
Y|SEAS|SeaWorld Entertainment, Inc. Common Stock|N| |N|100|N||SEAS|SEAS|N
Y|SEB|Seaboard Corporation Common Stock|A| |N|1|N||SEB|SEB|N
Y|SECO|Secoo Holding Limited - ADR|Q|G|N|100|N|N||SECO|N
Y|SECT|Northern Lights Fund Trust IV Main Sector Rotation ETF|Z| |Y|100|N||SECT|SECT|N
Y|SEDG|SolarEdge Technologies, Inc. - Common Stock|Q|Q|N|100|N|N||SEDG|N
Y|SEE|Sealed Air Corporation Common Stock|N| |N|100|N||SEE|SEE|N
Y|SEED|Origin Agritech Limited - Common Stock|Q|Q|N|100|N|N||SEED|N
Y|SEF|ProShares Short Financials|P| |Y|100|N||SEF|SEF|N
Y|SEIC|SEI Investments Company - Common Stock|Q|Q|N|100|N|N||SEIC|N
Y|SEII|Sharing Economy International Inc. - Common Stock|Q|S|N|100|N|N||SEII|N
Y|SELB|Selecta Biosciences, Inc. - Common Stock|Q|G|N|100|N|N||SELB|N
Y|SELF|Global Self Storage, Inc. - Common Stock|Q|S|N|100|N|N||SELF|N
Y|SEM|Select Medical Holdings Corporation Common Stock|N| |N|100|N||SEM|SEM|N
Y|SEMG|Semgroup Corporation Class A Common Stock|N| |N|100|N||SEMG|SEMG|N
Y|SEND|SendGrid, Inc. Common Stock|N| |N|100|N||SEND|SEND|N
Y|SENEA|Seneca Foods Corp. - Class A Common Stock|Q|Q|N|100|N|N||SENEA|N
Y|SENEB|Seneca Foods Corp. - Class B Common Stock|Q|Q|N|100|N|N||SENEB|N
Y|SENS|Senseonics Holdings, Inc. Common Stock|A| |N|100|N||SENS|SENS|N
Y|SEP|Spectra Energy Partners, LP Common Units representing Limited Partner Interests|N| |N|100|N||SEP|SEP|N
Y|SERV|ServiceMaster Global Holdings, Inc. Common Stock|N| |N|100|N||SERV|SERV|N
Y|SES|Synthesis Energy Systems, Inc. - Common Stock|Q|S|N|100|N|N||SES|N
Y|SF|Stifel Financial Corporation Common Stock|N| |N|100|N||SF|SF|N
Y|SF$A|Stifel Financial Corporation Depositary Shares, each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock, Series A|N| |N|100|N||SFpA|SF-A|N
Y|SFB|Stifel Financial Corporation 5.20% Senior Notes due 2047|N| |N|100|N||SFB|SFB|N
Y|SFBC|Sound Financial Bancorp, Inc. - Common Stock|Q|S|N|100|N|N||SFBC|N
Y|SFBS|ServisFirst Bancshares, Inc. - Common Stock|Q|Q|N|100|N|N||SFBS|N
Y|SFE|Safeguard Scientifics, Inc. New Common Stock|N| |N|100|N||SFE|SFE|N
Y|SFHY|WisdomTree Fundamental U.S. Short-Term High Yield Corporate Bond Fund|Z| |Y|100|N||SFHY|SFHY|N
Y|SFIG|WisdomTree Fundamental U.S. Short-Term Corporate Bond Fund|Z| |Y|100|N||SFIG|SFIG|N
Y|SFIX|Stitch Fix, Inc. - Class A Common Stock|Q|Q|N|100|N|N||SFIX|N
Y|SFL|Ship Finance International Limited|N| |N|100|N||SFL|SFL|N
Y|SFLY|Shutterfly, Inc. - Common Stock|Q|Q|N|100|N|N||SFLY|N
Y|SFM|Sprouts Farmers Market, Inc. - Common Stock|Q|Q|N|100|N|N||SFM|N
Y|SFNC|Simmons First National Corporation - Common Stock|Q|Q|N|100|N|N||SFNC|N
Y|SFS|Smart & Final Stores, Inc. Common Stock|N| |N|100|N||SFS|SFS|N
Y|SFST|Southern First Bancshares, Inc. - Common Stock|Q|G|N|100|N|N||SFST|N
Y|SFUN|Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)|N| |N|100|N||SFUN|SFUN|N
Y|SGA|Saga Communications, Inc. New Class A Common Stock|A| |N|100|N||SGA|SGA|N
Y|SGB|Southwest Georgia Financial Corporation Common Stock|A| |N|100|N||SGB|SGB|N
Y|SGBX|SG Blocks, Inc. - Common Stock|Q|S|N|100|N|N||SGBX|N
Y|SGC|Superior Uniform Group, Inc. - Common Stock|Q|G|N|100|N|N||SGC|N
Y|SGDJ|ALPS ETF Trust Sprott Junior Gold Miners ETF|P| |Y|100|N||SGDJ|SGDJ|N
Y|SGDM|Sprott Gold Miners ETF|P| |Y|100|N||SGDM|SGDM|N
Y|SGEN|Seattle Genetics, Inc. - Common Stock|Q|Q|N|100|N|N||SGEN|N
Y|SGGB|iPathA Series B Bloomberg Sugar Subindex Total Return ETN|P| |N|100|N||SGGB|SGGB|N
Y|SGH|SMART Global Holdings, Inc. - Ordinary Shares|Q|Q|N|100|N|N||SGH|N
Y|SGLB|Sigma Labs, Inc. - Common Stock|Q|S|N|100|N|N||SGLB|N
Y|SGLBW|Sigma Labs, Inc. - Warrant|Q|S|N|100|N|N||SGLBW|N
Y|SGMA|SigmaTron International, Inc. - Common Stock|Q|S|N|100|N|N||SGMA|N
Y|SGMO|Sangamo Therapeutics, Inc. - Common Stock|Q|Q|N|100|N|N||SGMO|N
Y|SGMS|Scientific Games Corp - Common Stock|Q|Q|N|100|N|N||SGMS|N
Y|SGOC|SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)|Q|S|N|100|N|N||SGOC|N
Y|SGOL|ETFS Physical Swiss Gold Shares|P| |Y|100|N||SGOL|SGOL|N
Y|SGQI|Janus Henderson SG Global Quality Income ETF|Q|G|Y|100|N|N||SGQI|N
Y|SGRP|SPAR Group, Inc. - Common Stock|Q|S|N|100|N|N||SGRP|N
Y|SGRY|Surgery Partners, Inc. - Common Stock|Q|Q|N|100|N|N||SGRY|N
Y|SGU|Star Group L.P. Common Stock|N| |N|100|N||SGU|SGU|N
Y|SGY|Stone Energy Corporation Common Stock|N| |N|100|N||SGY|SGY|N
Y|SGY.W|Stone Energy Corporation Warrants|A| |N|100|N||SGY.WS|SGY+|N
Y|SGYP|Synergy Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||SGYP|N
Y|SGZA|Selective Insurance Group, Inc. 5.875% Senior Notes due 2043|N| |N|100|N||SGZA|SGZA|N
Y|SH|ProShares Short S&P500|P| |Y|100|N||SH|SH|N
Y|SHAG|WisdomTree Barclays Yield Enhanced U.S. Short-Term Aggregate Bond Fund|Z| |Y|100|N||SHAG|SHAG|N
Y|SHAK|Shake Shack, Inc. Class A Common Stock|N| |N|100|N||SHAK|SHAK|N
Y|SHBI|Shore Bancshares Inc - Common Stock|Q|Q|N|100|N|N||SHBI|N
Y|SHE|SPDR Series Trust SPDR SSGA Gender Diversity Index ETF|P| |Y|100|N||SHE|SHE|N
Y|SHEN|Shenandoah Telecommunications Co - Common Stock|Q|Q|N|100|N|N||SHEN|N
Y|SHG|Shinhan Financial Group Co Ltd American Depositary Shares|N| |N|100|N||SHG|SHG|N
Y|SHI|SINOPEC Shangai Petrochemical Company, Ltd. Common Stock|N| |N|100|N||SHI|SHI|N
Y|SHIP|Seanergy Maritime Holdings Corp - Common Stock|Q|S|N|100|N|D||SHIP|N
Y|SHIPW|Seanergy Maritime Holdings Corp - Class A Warrants|Q|S|N|100|N|N||SHIPW|N
Y|SHLD|Sears Holdings Corporation - Common Stock|Q|Q|N|100|N|N||SHLD|N
Y|SHLDW|Sears Holdings Corporation - Warrant|Q|Q|N|100|N|N||SHLDW|N
Y|SHLM|A. Schulman, Inc. - Common Stock|Q|Q|N|100|N|N||SHLM|N
Y|SHLO|Shiloh Industries, Inc. - Common Stock|Q|Q|N|100|N|N||SHLO|N
Y|SHLX|Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests|N| |N|100|N||SHLX|SHLX|N
Y|SHM|SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF|P| |Y|100|N||SHM|SHM|N
Y|SHNY|Direxion Funds ETF|P| |Y|100|N||SHNY|SHNY|N
Y|SHO|Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares|N| |N|100|N||SHO|SHO|N
Y|SHO$E|Sunstone Hotel Investors, Inc. 6.950% Series E Cumulative Redeemable Preferred Stock|N| |N|100|N||SHOpE|SHO-E|N
Y|SHO$F|Sunstone Hotel Investors, Inc. 6.450% Series F Cumulative Redeemable Preferred Stock|N| |N|100|N||SHOpF|SHO-F|N
Y|SHOO|Steven Madden, Ltd. - Common Stock|Q|Q|N|100|N|N||SHOO|N
Y|SHOP|Shopify Inc. Class A Subordinate Voting Shares|N| |N|100|N||SHOP|SHOP|N
Y|SHOS|Sears Hometown and Outlet Stores, Inc. - Common Stock|Q|S|N|100|N|N||SHOS|N
Y|SHPG|Shire plc - American Depositary Shares, each representing three Ordinary Shares|Q|Q|N|100|N|N||SHPG|N
Y|SHSP|SharpSpring, Inc. - Common Stock|Q|S|N|100|N|N||SHSP|N
Y|SHV|iShares Short Treasury Bond ETF|Q|G|Y|100|N|N||SHV|N
Y|SHW|Sherwin-Williams Company (The) Common Stock|N| |N|100|N||SHW|SHW|N
Y|SHY|iShares 1-3 Year Treasury Bond ETF|Q|G|Y|100|N|N||SHY|N
Y|SHYD|VanEck Vectors Short High-Yield Municipal Index ETF|P| |Y|100|N||SHYD|SHYD|N
Y|SHYG|iShares 0-5 Year High Yield Corporate Bond ETF|P| |Y|100|N||SHYG|SHYG|N
Y|SHYL|Xtrackers Short Duration High Yield Bond ETF|P| |Y|100|N||SHYL|SHYL|N
Y|SID|Companhia Siderurgica Nacional S.A. Common Stock|N| |N|100|N||SID|SID|N
Y|SIEB|Siebert Financial Corp. - Common Stock|Q|S|N|100|N|N||SIEB|N
Y|SIEN|Sientra, Inc. - Common Stock|Q|Q|N|100|N|N||SIEN|N
Y|SIF|SIFCO Industries, Inc. Common Stock|A| |N|100|N||SIF|SIF|N
Y|SIFI|SI Financial Group, Inc. - Common Stock|Q|G|N|100|N|N||SIFI|N
Y|SIFY|Sify Technologies Limited - American Depository Shares, each represented by one Equity Share|Q|S|N|100|N|N||SIFY|N
Y|SIG|Signet Jewelers Limited Common Shares|N| |N|100|N||SIG|SIG|N
Y|SIGA|SIGA Technologies Inc. - Common Stock|Q|G|N|100|N|N||SIGA|N
Y|SIGI|Selective Insurance Group, Inc. - Common Stock|Q|Q|N|100|N|N||SIGI|N
Y|SIGM|Sigma Designs, Inc. - Common Stock|Q|Q|N|100|N|N||SIGM|N
Y|SIJ|ProShares UltraShort Industrials|P| |Y|100|N||SIJ|SIJ|N
Y|SIL|Global X Silver Miners ETF|P| |Y|100|N||SIL|SIL|N
Y|SILC|Silicom Ltd - Ordinary Shares|Q|Q|N|100|N|N||SILC|N
Y|SILJ|ETFMG Prime Junior Silver ETF|P| |Y|100|N||SILJ|SILJ|N
Y|SIM|Grupo Simec, S.A.B. de C.V. American Depositary Shares|A| |N|100|N||SIM|SIM|N
Y|SIMO|Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares|Q|Q|N|100|N|N||SIMO|N
Y|SINA|Sina Corporation - Ordinary Shares|Q|Q|N|100|N|N||SINA|N
Y|SINO|Sino-Global Shipping America, Ltd. - Common Stock|Q|S|N|100|N|N||SINO|N
Y|SIR|Select Income REIT - Common Shares of Beneficial Interest|Q|Q|N|100|N|N||SIR|N
Y|SIRI|Sirius XM Holdings Inc. - Common Stock|Q|Q|N|100|N|N||SIRI|N
Y|SITE|SiteOne Landscape Supply, Inc. Common Stock|N| |N|100|N||SITE|SITE|N
Y|SITO|SITO Mobile, Ltd. - Common Stock|Q|S|N|100|N|N||SITO|N
Y|SIVB|SVB Financial Group - Common Stock|Q|Q|N|100|N|N||SIVB|N
Y|SIVR|ETFS Physical Silver Shares Trust ETF|P| |Y|100|N||SIVR|SIVR|N
Y|SIX|Six Flags Entertainment Corporation New Common Stock|N| |N|100|N||SIX|SIX|N
Y|SIZ|AGFiQ U.S. Market Neutral Size Fund|P| |Y|100|N||SIZ|SIZ|N
Y|SIZE|iShares Edge MSCI USA Size Factor ETF|P| |Y|100|N||SIZE|SIZE|N
Y|SJB|ProShares Short High Yield|P| |Y|100|N||SJB|SJB|N
Y|SJI|South Jersey Industries, Inc. Common Stock|N| |N|100|N||SJI|SJI|N
Y|SJIU|South Jersey Industries, Inc. Corporate Units|N| |N|100|N||SJIU|SJIU|N
Y|SJM|J.M. Smucker Company (The) New Common Stock|N| |N|100|N||SJM|SJM|N
Y|SJNK|SPDR Bloomberg Barclays Short Term High Yield Bond ETF|P| |Y|100|N||SJNK|SJNK|N
Y|SJR|Shaw Communications Inc. Common Stock|N| |N|100|N||SJR|SJR|N
Y|SJT|San Juan Basin Royalty Trust Common Stock|N| |N|100|N||SJT|SJT|N
