{5EEFEBDB-E90C-423A-8ABF-0241E7C5B87D}  Windows Firewall Service
{BF1DB390-3E67-4D4D-A287-8958044A3DB4}  Microsoft-Windows-UI-Input-Inking
{BF406804-6AFA-46E7-8A48-6C357E1D6D61}  Microsoft-Windows-COMRuntime
{BF460FC6-45C5-4119-ADD3-E361A6E7D5AC}  Microsoft-Windows-MCCS-EngineShared
{BF47012D-4413-4285-ACD3-278DF0342947}  Microsoft-Windows-StackDB
{BFF15E13-81BF-45EE-8B16-7CFEAD00DA86}  Microsoft-Windows-AppModel-State
{C02AFC2B-E24E-4449-AD76-BCC2C2575EAD}  Microsoft-Windows-UAC-FileVirtualization
{C06ED57A-A7BD-42D7-B5FF-77A9DEC5732D}  Microsoft-Windows-Diagnostics-PerfTrack-Counters
{C100BECC-D33A-4A4B-BF23-BBEF4663D017}  Microsoft-Windows-WCN-Config-Registrar-Secure
{C100BECF-D33A-4A4B-BF23-BBEF4663D017}  Microsoft-Windows-WCN-Config-Registrar
{C18672D1-DC18-4DFD-91E4-170CF37160CF}  Microsoft-Windows-Hyper-V-Guest-Drivers-IcSvc
{C26C4F3C-3F66-4E99-8F8A-39405CFED220}  Microsoft-Windows-WHEA-Logger
{C29C4FB7-B60E-4FFF-9AF9-CF21F9B09A34}  Microsoft-Windows-Hyper-V-SynthNic
{C2F86198-03CA-4771-8D4C-CE6E15CBCA56}  Intel-iaLPSS2-I2C
{C2FA0899-8A10-412B-A42E-9E5B284A2437}  Microsoft-Windows-TabletPC-CoreInkRecognition
{C374D21E-69B2-4CD7-9A25-62187C5A5619}  Microsoft-Windows-WPD-MTPIP
{C42A2738-2333-40A5-A32F-6ACC36449DCC}  Microsoft-Windows-HttpLog
{C44219D0-F344-11DF-A5E2-B307DFD72085}  Microsoft-Windows-DirectComposition
{C4636A1E-7986-4646-BF10-7BC3B4A76E8E}  Microsoft-Windows-StorPort
{C4EFC9BB-2570-4821-8923-1BAD317D2D4B}  Microsoft-Windows-Security-SPP-UX-Notifications
{C514638F-7723-485B-BCFC-96565D735D4A}  Microsoft-Windows-Kernel-Acpi
{C651F5F6-1C0D-492E-8AE1-B4EFD7C9D503}  Microsoft-Windows-Application Server-Applications
{C6BF6832-F7BD-4151-AC21-753CE4707453}  Microsoft-Windows-International-RegionalOptionsControlPanel
{C76BAA63-AE81-421C-B425-340B4B24157F}  Microsoft-Windows-TerminalServices-RemoteConnectionManager
{C7BDE69A-E1E0-4177-B6EF-283AD1525271}  Microsoft-Windows-Kernel-Disk
{C7E089AC-BA2A-11E0-9AF7-68384824019B}  Microsoft-Windows-Crypto-BCrypt
{C882FF1D-7585-4B33-B135-95C577179137}  Microsoft-Windows-Magnification
{C88A4EF5-D048-4013-9408-E04B7DB2814A}  Microsoft-Windows-USB-USBPORT
{C89B991E-3B48-49B2-80D3-AC000DFC9749}  Microsoft-Windows-Documents
{C8D49B04-3234-42AE-98F0-F13F336A2F85}  Microsoft-Windows-Narrator-Inproc
{C8DBF506-E3D3-4822-930D-84C557EB6247}  Microsoft-Windows-SruMon
{C8F7689F-3692-4D66-B0C0-9536D21082C9}  Microsoft-Windows-Tcpip-SQM-Provider
{C914F0DF-835A-4A22-8C70-732C9A80C634}  Microsoft-Windows-StartupRepair
{C91EF675-842F-4FCF-A5C9-6EA93F2E4F8B}  Microsoft-Windows-IPSEC-SRV
{C9BDB4EB-9287-4C8E-8378-6896F0D1C5EF}  Microsoft-Windows-HomeGroup-ProviderService
{CA11C036-0102-4A2D-A6AD-F03CFED5D3C9}  Microsoft-Windows-DXGI
{CA4E628D-8567-4896-AB6B-835B221F373F}  Microsoft-Windows-Search
{CA5BA219-C0D4-4EFA-9CEB-72AFF92672B0}  Microsoft-Windows-WlanPref
{CAB2B8A5-49B9-4EEC-B1B0-FAC21DA05A3B}  Microsoft-Windows-PerfNet
{CB017CD2-1F37-4E65-82BC-3E91F6A37559}  Volsnap
{CB070027-1534-4CF3-98EA-B9751F508376}  Microsoft-Windows-LanGPA
{CB587AD1-CC35-4EF1-AD93-36CC82A2D319}  Microsoft-Windows-ATAPort
{CBA16CF2-2FAB-49F8-89AE-894E718649E7}  Microsoft-Windows-Processor-Aggregator
{CBA5F63C-E2CF-4B36-8305-BDE1311924FC}  Microsoft-Windows-Websocket-Protocol-Component
{CBBBC22D-2EFE-4EAE-9AF5-F9C6CF113670}  Microsoft-Windows-Telephony-PhoneService
{CBDA4DBF-8D5D-4F69-9578-BE14AA540D22}  Microsoft-Windows-AppLocker
{CC311F1F-623C-4CA4-BA44-A458016555E8}  Microsoft-Windows-Tethering-Manager
{CD7CF0D0-02CC-4872-9B65-0DBA0A90EFE8}  Error Instrument
{CDC05E28-C449-49C6-B9D2-88CF761644DF}  Microsoft-Windows-Power-Troubleshooter
{CDEAD503-17F5-4A3E-B7AE-DF8CC2902EB9}  Microsoft-Windows-NDIS
{CE20D1C3-A247-4C41-BCB8-3C7F52C8B805}  Microsoft-Windows-Kernel-Tm-Trigger
{CE8DEE0B-D539-4000-B0F8-77BED049C590}  Microsoft-Windows-UserModePowerService
{CF3F502E-B40D-4071-996F-00981EDF938E}  Microsoft-Windows-PrintBRM
{CFAA5446-C6C4-4F5C-866F-31C9B55B962D}  Microsoft-Windows-DCLocator
{CFC18EC0-96B1-4EBA-961B-622CAEE05B0A}  Microsoft-Windows-Diagnostics-Performance
{CFEB0608-330E-4410-B00D-56D8DA9986E6}  Microsoft-Antimalware-AMFilter
{D02A9C27-79B8-40D6-9B97-CF3F8B7B5D60}  Microsoft-Windows-AppIDServiceTrigger
{D0E22EFC-AC66-4B25-A72D-382736B5E940}  Microsoft-Windows-Spell-Checking
{D17B213A-C505-49C9-98CC-734253EF65D4}  Microsoft-Windows-msmpeg2venc
{D17FFF2F-392D-478C-A41D-737A216EB2A4}  Microsoft-Windows-IE-F12-Provider
{D1BC9AFF-2ABF-4D71-9146-ECB2A986EB85}  Microsoft-Windows-Windows Firewall With Advanced Security
{D1D93EF7-E1F2-4F45-9943-03D245FE6C00}  Microsoft-Windows-Kernel-Memory
{D1F688BF-012F-4AEC-A38C-E7D4649F8CD2}  Microsoft-Windows-UserDataAccess-UserDataUtils
{D29D56EA-4867-4221-B02E-CFD998834075}  Microsoft-Windows-Dwm-Dwm
{D2E990DA-8504-4702-A5E5-367FC2F823BF}  Microsoft-Windows-All-User-Install-Agent
{D37687E7-8BF0-4D11-B589-A7ABE080756A}  Microsoft-Windows-SleepStudy
{D386CC7A-620A-41C1-ABF5-55018C6C699A}  Intel-iaLPSS-GPIO
{D38FB874-33E4-4DCF-911E-1B53BB106D53}  Microsoft-Windows-DLNA-Namespace
{D39B6336-CFCB-483B-8C76-7C3E7D02BCB8}  Microsoft-Windows-Build-RegDll
{D3F29EDA-805D-428A-9902-B259B937F84B}  Microsoft-Windows-RetailDemo
{D4263C98-310C-4D97-BA39-B55354F08584}  Microsoft-Windows-COM
{D48CE617-33A2-4BC3-A5C7-11AA4F29619E}  Microsoft-Windows-SMBServer
{D49918CF-9489-4BF1-9D7B-014D864CF71F}  Microsoft-Windows-ProcessStateManager
{D4AEAC44-AD44-456E-9C90-33F8CDCED6AF}  Intel-iaLPSS-I2C
{D4AFA0DC-4DD1-40AF-AFCE-CB0D0E6736A7}  Microsoft-Windows-WlanDlg
{D5268C02-6F51-436F-983B-74F2EFBFAF3A}  Microsoft-Windows-IME-TCTIP
{D53270E3-C8CF-4707-958A-DAD20C90073C}  Microsoft-Windows-WindowsColorSystem
{D5C25F9A-4D47-493E-9184-40DD397A004D}  Microsoft-Windows-Winsock-WS2HELP
{D5F7235B-48E2-4E9C-92FE-0E4950ABA9E8}  Microsoft-Windows-WEPHOSTSVC
{D6F68875-CDF5-43A5-A3E3-53FFD683311C}  Microsoft-Windows-CorruptedFileRecovery-Server
{D710D46C-235D-4798-AC20-9F83E1DCD557}  Microsoft-Windows-EapMethods-Ttls
{D775F388-5A4A-474D-8726-7B255544285F}  Microsoft-Windows-DirectWrite
{D84521F7-2235-4237-A7C0-14E3A9676286}  Microsoft-Windows-Ras-NdisWanPacketCapture
{D8900E18-36CB-4548-966F-13F068D1F78E}  Microsoft-Windows-Sensors
{D8965FCF-7397-4E0E-B750-21A4580BD880}  Microsoft-Windows-UI-Search
{D8975F88-7DDB-4ED0-91BF-3ADF48C48E0C}  Microsoft-Windows-RPCSS
{D92EF8AC-99DD-4AB8-B91D-C6EBA85F3755}  Microsoft-Windows-ASN1
{DA1D1DBD-3186-4FA2-BC2D-075EFD9E43E2}  Microsoft-Windows-USBVideo
{DA5A028B-B248-4A75-B60A-024FE6457484}  Microsoft-Windows-Hyper-V-EmulatedDevices
{DAA6A96B-F3E7-4D4D-A0D6-31A350E6A445}  Microsoft-Windows-WLAN-Driver
{DAB065A9-620F-45BA-B5D6-D6BB8EFEDEE9}  Microsoft-Windows-Search-ProtocolHandlers
{DAB3B18C-3C0F-43E8-80B1-E44BC0DAD901}  Microsoft-Windows-AxInstallService
{DAF0B914-9C1C-450A-81B2-FEA7244F6FFA}  Microsoft-Office-Word
{DB00DFB6-29F9-4A9C-9B3B-1F4F9E7D9770}  Microsoft-Windows-User Profiles General
{DB1CC2D9-3197-41A7-9988-AE6ECD877B2E}  Microsoft-Windows-ScmDisk0101
{DB6972B6-DDDF-4820-84B1-2ED6AC0B96E5}  Microsoft-Windows-WebAuth
{DB6F6DDB-AC77-4E88-8253-819DF9BBF140}  Microsoft-Windows-Direct3D11
{DBC388BC-89C2-4FE0-B71F-6E4881FB575C}  Microsoft-Windows-IME-JPLMP
{DBE9B383-7CF3-4331-91CC-A3CB16A3B538}  Microsoft-Windows-Winlogon
{DCA074CE-547C-4595-AE90-56229B8E3BD9}  Microsoft-Windows-MCCS-SyncUtil
{DCBE5AAA-16E2-457C-9337-366950045F0A}  Microsoft-Windows-TerminalServices-ServerUSBDevices
{DCBFB8F0-CD19-4F1C-A27D-23AC706DED72}  Microsoft-Windows-LinkLayerDiscoveryProtocol
{DCFC4489-9CE0-403C-99DF-A05422C60898}  Microsoft-Windows-WPD-MTPUS
{DD2743C6-1722-4674-9F6F-C80044C4232E}  Microsoft-Windows-MCCS-AccountsRT
{DD2FE441-6C12-41FD-8232-3709C6045F63}  Microsoft-Windows-DirectAccess-MediaManager
{DD5EF90A-6398-47A4-AD34-4DCECDEF795F}  Microsoft-Windows-HttpService
{DD70BC80-EF44-421B-8AC3-CD31DA613A4E}  Ntfs
{DD85457F-4E2D-44A5-A7A7-6253362E34DC}  Microsoft-Windows-BranchCacheEventProvider
{DDCC3826-A68A-4E0D-BCFD-9C06C27C6948}  Microsoft-Windows-Energy-Estimation-Engine
{DDDC1D91-51A1-4A8D-95B5-350C4EE3D809}  Microsoft-Windows-AuthenticationProvider
{DE095DBE-8667-4168-94C2-48CA61665ACA}  Microsoft-Windows-HotspotAuth
{DE29CF61-5EE6-43FF-9AAC-959C4E13CC6C}  Microsoft-User Experience Virtualization-Agent Driver
{DE513A55-C345-438B-9A74-E18CAC5C5CC5}  Microsoft-Windows-Help
{DE7B24EA-73C8-4A09-985D-5BDADCFA9017}  Microsoft-Windows-TaskScheduler
{DE9BA731-7F33-4F44-98C9-6CAC856B9F83}  Microsoft-Windows-Hyper-V-Chipset
{DEA07764-0790-44DE-B9C4-49677B17174F}  Microsoft-Windows-FMS
{DED165CF-485D-4770-A3E7-9C5F0320E80C}  Microsoft-Windows-DeviceUx
{DF271536-4298-45E1-B0F2-E88F78619C5D}  Microsoft-Windows-Ndu
{DFA86FAA-2C55-4140-BFF9-5CC586217A7B}  Microsoft-Windows-PDFReader
{E013E74B-97F4-4E1C-A120-596E5629ECFE}  Microsoft-Windows-IME-KRTIP
{E01B1A7C-C5C9-4E67-99A9-5E85ACFB2E10}  Microsoft-Windows-Diagnosis-WDI
{E02A841C-75A3-4FA7-AFC8-AE09CF9B7F23}  Microsoft-Windows-Kernel-Audit-API-Calls
{E04FE2E0-C6CF-4273-B59D-5C97C9C374A4}  Microsoft-Windows-WebServices
{E08C85F4-C224-499D-B5B3-C1BCE960F096}  Microsoft-Windows-Telephony-PhoneOm
{E0A40B26-30C4-4656-BC9A-74A5C3A0B2EC}  Microsoft-Windows-UIAnimation
{E0C6F6DE-258A-50E0-AC1A-103482D118BC}  Microsoft-Windows-Install-Agent
{E104FB41-6B04-4F3A-B47D-F0DF2F02B954}  Microsoft-Windows-DiskDiagnosticDataCollector
{E1168941-8333-497F-98D9-67BEE05A6034}  Microsoft-Windows-Globalization-FontGroups
{E13C0D23-CCBC-4E12-931B-D9CC2EEE27E4}  Microsoft-Windows-DotNETRuntime
{E13FF11E-E989-4838-A9FA-38A4D13914CF}  Microsoft-Windows-GPIOButtons
{E18D0FC9-9515-4232-98E4-89E456D8551B}  Microsoft-Windows-RTWorkQueue-Threading
{E18D0FCA-9515-4232-98E4-89E456D8551B}  Microsoft-Windows-DVD
{E1DD7E52-621D-44E3-A1AD-0370C2B25946}  Microsoft-Windows-Diagnosis-Scripted
{E2242B38-9453-42FD-B446-00746E76EB82}  Microsoft-Windows-IME-CustomerFeedbackManager
{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}  Microsoft-Windows-Security-SPP
{E2816346-87F4-4F85-95C3-0C79409AA89D}  Microsoft-Windows-VHDMP
{E2C15FD7-8924-4C8C-8CFE-DA0BE539CE27}  Microsoft-Windows-IME-Broker
{E3257C8C-C7CB-444F-9DA0-5D92A2625289}  Microsoft-Windows-Defrag-Core
{E3BAC9F8-27BE-4823-8D7F-1CC320C05FA7}  Microsoft-Windows-MountMgr
{E3E0E2F0-C9C5-11E0-8AB9-9EBC4824019B}  Microsoft-Windows-Crypto-CNG
{E3EE1525-8742-4E05-871B-DD2A60330C53}  Microsoft-Windows-UI-Shell
{E4480490-85B6-11DD-AD8B-0800200C9A66}  Microsoft-Windows-VDRVROOT
{E46EEAD8-0C54-4489-9898-8FA79D059E0E}  Microsoft-Windows-Feedback-Service-TriggerProvider
{E4B70372-261F-4C54-8FA6-A5A7914D73DA}  Microsoft-Antimalware-Protection
{E4D53F84-7DE3-11D8-9435-505054503030}  Microsoft-Windows-Diagnosis-PLA
{E4F68870-5AE8-4E5B-9CE7-CA9ED75B0245}  Microsoft-AppV-Client
{E53C6823-7BB8-44BB-90DC-3F86090D48A6}  Microsoft-Windows-Winsock-AFD
{E595F735-B42A-494B-AFCD-B68666945CD3}  Microsoft-Windows-Firewall
{E5AA2A53-30BE-40F5-8D84-AD3F40A404CD}  Microsoft-Windows-TabletPC-Platform-Input-Wisp
{E5BA83F6-07D0-46B1-8BC7-7E669A1D31DC}  Microsoft-Windows-Security-Netlogon
{E5C16D49-2464-4382-BB20-97A4B5465DB9}  Microsoft-Windows-WiFiNetworkManager
{E5FC4A0F-7198-492F-9B0F-88FDCBFDED48}  Microsoft-Windows Networking VPN Plugin Platform
{E6307A09-292C-497E-AAD6-498F68E2B619}  Microsoft-Windows-ReadyBoost
{E670A5A2-CE74-4AB4-9347-61B815319F4C}  Microsoft-Windows-DiskDiagnostic
{E6835967-E0D2-41FB-BCEC-58387404E25A}  Microsoft-Windows-BrokerInfrastructure
{E6C92FB8-89D7-4D1F-BE46-D56E59804783}  Microsoft-Windows-Security-Vault
{E6D64EF7-EA35-4D3C-A657-31C5311D1759}  Microsoft-MPI-Channel-Provider
{E7558269-3FA5-46ED-9F4D-3C6E282DDE55}  Microsoft-Windows-UAC
{E7AA32FB-77D0-477F-987D-7E83DF1B7ED0}  Microsoft-Windows-Graphics-Printing
{E8316A2D-0D94-4F52-85DD-1E15B66C5891}  Microsoft-Windows-Subsys-Csr
{E837619C-A2A8-4689-833F-47B48EBD2442}  Microsoft-Windows-BranchCacheClientEventProvider
{E856C26A-E105-4683-A948-6920DCC42E45}  Microsoft-Windows-DirectWrite-FontCache
{E8A7C168-81EE-465C-8E8E-D39A2AC1CA41}  Microsoft-Windows-Thermal-Polling
{E8AA5402-26A1-455E-A21B-F240ED62D155}  Microsoft-Windows-WCNWiz
{E8ED09DC-100C-45E2-9FC8-B53399EC1F70}  Microsoft-Windows-Crypto-NCrypt
{E978F84E-582D-4167-977E-32AF52706888}  Microsoft-Windows-TabletPC-InputPanel
{E98EBDBF-3058-4784-8521-47860B1D2B8E}  Microsoft-WindowsPhone-Ufx
{EA4CC8B8-A150-47A3-AFB9-C8D194B19452}  Microsoft-Windows-ACL-UI
{EB65A492-86C0-406A-BACE-9912D595BD69}  Microsoft-Windows-AppModel-Exec
{EC23F986-AE2D-4269-B52F-4E20765C1A94}  Microsoft-Windows-NcdAutoSetup
{EC276CDE-2A17-473C-A010-2FF78D5426D2}  Microsoft-Windows-OOBE-Machine-Core
{ECDAACFA-6FE9-477C-B5F0-85B76F8F50AA}  Microsoft-Windows-Crashdump
{ED8B9BD3-F66E-4FF2-B86B-75C7925F72A9}  Microsoft-Windows-Provisioning-Diagnostics-Provider
{EDACD782-2564-4497-ADE6-7199377850F2}  Microsoft-Windows-Hyper-V-SynthStor
{EDD08927-9CC4-4E65-B970-C2560FB5C289}  Microsoft-Windows-Kernel-File
{EDED5085-79D0-4E31-9B4E-4299B78CBEEB}  Microsoft-Windows-Hyper-V-Debug
{EEE173EF-7ED2-45DE-9877-01C70A852FBD}  Microsoft-Windows-Serial-ClassExtension-V2
{EEF54E71-0661-422D-9A98-82FD4940B820}  Microsoft-Windows-Application-Experience
{EF1CC15B-46C1-414E-BB95-E76B077BD51E}  Microsoft-Windows-Bits-Client
{F029AC39-38F0-4A40-B7DE-404D244004CB}  Microsoft-Windows-Kernel-XDV
{F0BE35F8-237B-4814-86B5-ADE51192E503}  Microsoft-Windows-AppReadiness
{F0DB7EF8-B6F3-4005-9937-FEB77B9E1B43}  Microsoft-Windows-CertificateServicesClient-AutoEnrollment
{F1201B5A-E170-42B6-8D20-B57AC57E6416}  Microsoft-Windows-DeviceManagement-Pushrouter
{F1394DE0-32C7-4A76-A6DE-B245E48F4615}  Microsoft-Windows-RemoteDesktopServices-SessionServices
{F1EF270A-0D32-4352-BA52-DBAB41E1D859}  Microsoft-Windows-AppModel-Runtime
{F230D19A-5D93-47D9-A83F-53829EDFB8DF}  Microsoft-Windows-TriggerEmulatorProvider
{F2311B48-32BE-4902-A22A-7240371DBB2C}  Microsoft-Windows-AssignedAccessBroker
{F27B948B-0A7C-4EB6-92EC-8A2C1B353ECD}  Microsoft-Windows-Diagnosis-PerfHost
{F2C628AE-D26C-4352-9C45-74754E1E2F9F}  Microsoft-Windows-MPRMSG
{F2E2CE31-0E8A-4E46-A03B-2E0FE97E93C2}  Microsoft-Windows-Hyper-V-Guest-Drivers-Vmbus
{F3419A17-E994-4C40-B593-79B8EDEC54E9}  Microsoft-Windows-Dot3MM
{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}  Microsoft-Windows-FilterManager
{F3F14FF3-7B80-4868-91D0-D77E497B025E}  Microsoft-Windows-WMP
{F3F53C76-B06D-4F15-B412-61164A0D2B73}  Microsoft-Windows-VerifyHardwareSecurity
{F404B94E-27E0-4384-BFE8-1D8D390B0AA3}  Microsoft-Windows-MediaFoundation-Performance
{F4AED7C7-A898-4627-B053-44A7CAA12FCD}  Microsoft-Windows-RPC-Events
{F4C9BE26-414F-42D7-B540-8BFF965E6D32}  Microsoft-Windows-WWAN-MediaManager
{F50D9315-E17E-43C1-8370-3EDF6CC057BE}  OfficeLoggingLiblet
{F5344219-87A4-4399-B14A-E59CD118ABB8}  Microsoft-Windows-Http-SQM-Provider
{F5528ADA-BE5F-4F14-8AEF-A95DE7281161}  Microsoft-Windows-Kernel-Licensing-StartServiceTrigger
{F562BB8E-422D-4B5C-B20E-90D710F7D11C}  OfficeAirSpace
{F5988ABB-323A-4098-8A34-85A3613D4638}  Microsoft-Windows-UserDataAccess-CallHistoryClient
{F5D05B38-80A6-4653-825D-C414E4AB3C68}  Microsoft-Windows-StorDiag
{F5DBAA02-15D6-4644-A784-7032D508BF64}  Microsoft-Windows-OOBE-Machine-DUI
{F61CEFC0-AA2E-11DA-A746-0800200C9A66}  Microsoft-Windows-Shell-Shwebsvc
{F67B2345-47FA-4721-A6FB-FE08110EECF7}  Microsoft-Windows-IME-TCCORE
{F717D024-F5B4-4F03-9AB9-331B2DC38FFB}  Microsoft-Windows-DeviceGuard
{F82FB576-E941-4956-A2C7-A0CF83F6450A}  Microsoft-Windows-PerfOS
{F91577C6-A704-4A0A-A8F5-7D10DFC761DF}  Microsoft-Windows-LanguageProfile
{F997CD11-0FC9-4AB4-ACBA-BC742A4C0DD3}  Microsoft-Windows-RPC-FirewallManager
{F9FE3908-44B8-48D9-9A32-5A763FF5ED79}  Microsoft-Windows-Deduplication
{FA5CF675-72EB-49E2-B447-DE5552FAFF1C}  Microsoft-Windows-Runtime-Graphics
{FA773482-F6ED-4895-8A7D-4F5850678E59}  Microsoft-Windows-Mobile-Broadband-Experience-SmsRouter
{FAE96D09-ADE1-5223-0098-AF7B67348531}  Microsoft-Windows-SENSE
{FB19EE2C-0D22-4A2E-969E-DD41AE0CE1A9}  Microsoft-Windows-UserDataAccess-UserDataService
{FB4A19EE-EB5A-47A4-BC52-E71AAC6D0859}  Microsoft-AppV-SharedPerformance
{FB829150-CD7D-44C3-AF5B-711A3C31CEDC}  Microsoft-Windows-Security-SPP-UX-GenuineCenter-Logging
{FBCFAC3F-8459-419F-8E48-1F0B49CDB85E}  Microsoft-Windows-NetworkProfile
{FBCFAC3F-8460-419F-8E48-1F0B49CDB85E}  Microsoft-Windows-NetworkProfileTriggerProvider
{FBEF8096-2CA3-4082-ACDE-DCFB47E96B72}  Microsoft-Windows-FirstUX-PerfInstrumentation
{FC3BC8A7-2F61-449C-A8B4-22AC22058F92}  Microsoft-Windows-NDF-HelperClassDiscovery
{FC65DDD8-D6EF-4962-83D5-6E5CFE9CE148}  Microsoft-Windows-Eventlog
{FC6F77DD-769A-470E-BCF9-1B6555A118BE}  Microsoft-Windows-Search-ProfileNotify
{FCBB06BB-6A2A-46E3-ABAA-246CB4E508B2}  Microsoft-Windows-DeviceSetupManager
{FD44A6E7-580F-4A9C-83D9-D820B7D3A033}  Microsoft-Windows-IME-OEDCompiler
{FD771D53-8492-4057-8E35-8C02813AF49B}  Microsoft-Windows-ProcessExitMonitor
{FDFF33EC-70AA-46D3-BA65-7210009FA2A7}  Microsoft-Windows-Hyper-V-Integration-RDV
{FE28004E-B08F-4407-92B3-BAD3A2C51708}  Microsoft-Windows-Sdbus
{FF79A477-C45F-4A52-8AE0-2B324346D4E4}  Windows-ApplicationModel-Store-SDK
{FFDB9886-80F3-4540-AA8B-B85192217DDF}  Microsoft-PerfTrack-MSHTML2
