"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
720,"Gambling & Casinos","Casinos","Pump 'n' Pak Casino","3700 North Potsdam Avenue","Sioux Falls","SD","57104","(605)338-4176","","","","605","46099","CST","Y","43.5889","-96.7219","7760","","Minnehaha"
721,"Gambling & Casinos","Casinos","Quapaw Casino","58100 East 66 Road","Miami","OK","74354","(918)540-9100","","","","918","40115","CST","Y","36.8253","-94.9244","","","Ottawa"
722,"Gambling & Casinos","Casinos","QUIL CEDA Creek Casino","6410 33rd Avenue Northeast","Tulalip","WA","98271","(360)651-1111","","","www.qccasino.co","360","53061","PST","Y","48.0955","-122.2356","","7600","Snohomish"
723,"Gambling & Casinos","Casinos","Racing Association Of Central Iowa","1 Prairie Meadows Drive","Altoona","IA","50009","(515)967-1000","","","","515","19153","CST","Y","41.6405","-93.4586","2120","","Polk"
724,"Gambling & Casinos","Casinos","Rail City Casino","2121 Victorian Avenue","Sparks","NV","89431","(775)332-8568","","","www.casinocity.co","775","32031","PST","Y","39.5386","-119.7498","6720","","Washoe"
725,"Gambling & Casinos","Casinos","Rainbow Casino","1380 Warrenton Road","Vicksburg","MS","39180","(601)636-7575","","","","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
726,"Gambling & Casinos","Casinos","Rainbow Casino","1380 Warrenton Road","Vicksburg","MS","39180","(601)661-5843","","","www.rainbowcasino.co","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
727,"Gambling & Casinos","Casinos","Rainbow Casino","949 County Road G","Nekoosa","WI","54457","(715)886-4560","","","","715","55141","CST","Y","44.2520","-89.9853","","","Wood"
728,"Gambling & Casinos","Casinos","Rainbow Casino","949 County Road G","Nekoosa","WI","54457","(800)782-4560","","","","715","55141","CST","Y","44.2520","-89.9853","","","Wood"
729,"Gambling & Casinos","Casinos","Rainbow Casino Job Hot Line","1380 Warrenton Road","Vicksburg","MS","39180","(601)636-8067","","","www.rainbowcasino.co","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
730,"Gambling & Casinos","Casinos","Ralston Keno","7305 Main Street","Omaha","NE","68127","(402)592-9098","","","","402","31055","CST","Y","41.2062","-96.0524","5920","","Douglas"
731,"Gambling & Casinos","Casinos","Ram","5005 Holcomb Street","Detroit","MI","48213","(313)579-1419","","","","313","26163","EST","Y","42.3971","-82.9947","","2160","Wayne"
732,"Gambling & Casinos","Casinos","Ram","5256 Cedar Run Road","Traverse City","MI","49684","(231)947-8711","(231)947-8796","","","231","26055","EST","Y","44.7515","-85.6942","","","Grand Traverse"
733,"Gambling & Casinos","Casinos","Rampart Casino","221 North Rampart Boulevard","Las Vegas","NV","89145","(702)507-5900","","","www.rampartcasino.co","702","32003","PST","Y","36.1695","-115.2602","4120","","Clark"
734,"Gambling & Casinos","Casinos","Recreation Planning Associates Limited","2655 Prince Street","Northbrook","IL","60062","(847)272-8531","","","","847","17031","CST","Y","42.1255","-87.8406","","1600","Cook"
735,"Gambling & Casinos","Casinos","Red Dolly Casino & Restaurant","530 Gregory","Black Hawk","CO","80422","(303)582-1100","","","","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
736,"Gambling & Casinos","Casinos","Red Dragon Casino","21917 Highway 99","Mountlake Terrace","WA","98043","(425)275-4444","","","","425","53061","PST","Y","47.7924","-122.3065","","7600","Snohomish"
737,"Gambling & Casinos","Casinos","Red Lion Hotel & Casino","741 West Winnemucca Boulevard","Winnemucca","NV","89445","(775)623-2565","","","","775","32013","PST","Y","41.1353","-118.1862","","","Humboldt"
738,"Gambling & Casinos","Casinos","Relaxation Inc","607 South Scott Street","South Bend","IN","46601","(574)289-3381","","","","574","18141","EST","N","41.6699","-86.2535","7800","","St Joseph"
739,"Gambling & Casinos","Casinos","Resorts Casino & Hotel","777 Resorts Boulevard","East Chicago","IN","46312","(219)378-3000","","","www.resortseastchicago.co","219","18089","CST","Y","41.6430","-87.4575","","2960","Lake"
740,"Gambling & Casinos","Casinos","Resorts Casino Hotel East Chicago","777 Resorts Boulevard","East Chicago","IN","46312","(219)391-7777","","","","219","18089","CST","Y","41.6430","-87.4575","","2960","Lake"
741,"Gambling & Casinos","Casinos","Richman Casino","100 Richman","Central City","CO","80427","(303)582-0400","","","","303","08047","MST","Y","39.8564","-105.5940","","","Gilpin"
742,"Gambling & Casinos","Casinos","Rio All-Suite Hotel & Casino - Las Vegas","3700 West Flamingo Road","Las Vegas","NV","89103","(702)777-7777","","","www.rioweddings.co","702","32003","PST","Y","36.1127","-115.2095","4120","","Clark"
743,"Gambling & Casinos","Casinos","Ritz Carlton Hotel","1804 Plain View Road","Richmond","VA","23238","(804)740-4403","","","","804","51087","EST","Y","37.6034","-77.6633","6760","","Henrico"
744,"Gambling & Casinos","Casinos","Riverqueen Casino Corporation","14036 Highway 61 North","Port Gibson","MS","39150","(601)437-8001","","","","601","28021","CST","Y","31.9180","-91.0399","","","Claiborne"
745,"Gambling & Casinos","Casinos","Rivers Luck Casino","4001 Highway 30","Saint Gabriel","LA","70776","(225)642-7999","","","","225","22047","CST","Y","30.2802","-91.0796","","","Iberville"
746,"Gambling & Casinos","Casinos","Rivers Palace Casino","3901 W Airline Highway","Reserve","LA","70084","(985)479-2424","","","","985","22095","CST","Y","30.0699","-90.5574","5560","","St John the Baptist"
747,"Gambling & Casinos","Casinos","Riverside Casino And Golf Resort","3184 Highway 22","Riverside","IA","52327","(319)648-1234","","","www.riversidecasinoandresort.co","319","19183","CST","Y","41.4657","-91.5703","","","Washington"
748,"Gambling & Casinos","Casinos","Riviera Black Hawk Casino","444 Main","Black Hawk","CO","80422","(303)582-1000","","","","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
749,"Gambling & Casinos","Casinos","Robbie's Little Casino & Lounge","304 West 3rd Street","Yankton","SD","57078","(605)665-6234","","","","605","46135","CST","Y","42.8878","-97.4540","","","Yankton"
750,"Gambling & Casinos","Casinos","Rockford Charitable Games Associates","1417 Preston Street","Rockford","IL","61102","(815)965-7852","","","rockfordcharitablegames.co","815","17201","CST","Y","42.2328","-89.1501","6880","","Winnebago"
751,"Gambling & Casinos","Casinos","Roman Casino","11829 Renton Avenue South","Seattle","WA","98178","(206)772-7524","","","","206","53033","PST","Y","47.4965","-122.2516","","7600","King"
752,"Gambling & Casinos","Casinos","Roman Casino","11829 South Renton Avenue","Seattle","WA","98178","(206)241-0800","","","","206","53033","PST","Y","47.4965","-122.2516","","7600","King"
753,"Gambling & Casinos","Casinos","Roman Casino","11829 South Renton Avenue","Seattle","WA","98178","(206)772-7254","","","","206","53033","PST","Y","47.4965","-122.2516","","7600","King"
754,"Gambling & Casinos","Casinos","Rosies Place Casino","608 Hill Avenue","Grafton","ND","58237","(701)352-4917","","","","701","38099","CST","Y","48.4031","-97.4245","","","Walsh"
755,"Gambling & Casinos","Casinos","Route 66 Travel Center Smoke Shop","I-40 Exit 140","Albuquerque","NM","87101","(505)352-7866","","","www.rt66casino.co","505","35001","MST","Y","35.1995","-106.6442","0200","","Bernalillo"
756,"Gambling & Casinos","Casinos","Rumors Casino","1720 South Washington Street","Grand Forks","ND","58201","(701)335-4019","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
757,"Gambling & Casinos","Casinos","Rushmore Casino","1808 Mount Rushmore Road","Rapid City","SD","57701","(605)348-7762","","","","605","46103","MST","Y","44.0731","-103.2051","6660","","Pennington"
758,"Gambling & Casinos","Casinos","SAC & Fox Casino","1322 US Highway 75","Powhattan","KS","66527","(785)467-8000","(785)467-5001","","www.sacandfoxcasino.co","785","20013","CST","Y","39.7256","-95.7046","","","Brown"
759,"Gambling & Casinos","Casinos","Sac & Fox Casino","275 Pressly Foushee Road","Sanford","NC","27330","(919)275-4700","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
760,"Gambling & Casinos","Casinos","Sac & Fox Casino","275 Pressly Foushee Road","Sanford","NC","27330","(919)878-4728","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
761,"Gambling & Casinos","Casinos","SAC & Fox Casino","41600 Westech Road","Shawnee","OK","74801","(405)275-4700","","","","405","40125","CST","Y","35.3101","-96.9238","5880","","Pottawatomie"
762,"Gambling & Casinos","Casinos","Sac & Fox Gaming Commission","275 Pressly Foushee Road","Sanford","NC","27330","(919)273-1588","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
763,"Gambling & Casinos","Casinos","Sac & Fox Tribal Gaming Commission","1324 US Highway 75","Powhattan","KS","66527","(785)467-8070","","","","785","20013","CST","Y","39.7256","-95.7046","","","Brown"
764,"Gambling & Casinos","Casinos","Saginaw Chippawa Housing","4502 Cedar Trail","Standish","MI","48658","(989)846-6237","","","","989","26011","EST","Y","43.9844","-83.9285","","","Arenac"
765,"Gambling & Casinos","Casinos","Saloon No 10 - Casino","657 Main Street","Deadwood","SD","57732","(605)578-3346","(605)578-1944","","","605","46081","MST","Y","44.2665","-103.6721","","","Lawrence"
766,"Gambling & Casinos","Casinos","Sandia Casino","I 25 Tramway","Albuquerque","NM","87101","(505)796-7500","","","www.sandiacasino.co","505","35001","MST","Y","35.1995","-106.6442","0200","","Bernalillo"
767,"Gambling & Casinos","Casinos","Sands Casino Hotel","Indiana Avenue & Bri","Atlantic City","NJ","08401","(609)441-4000","","","www.acsands.co","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
768,"Gambling & Casinos","Casinos","Sands Hotel Casino - Employment Office","South Indiana Avenue Bri","Atlantic City","NJ","08401","(609)441-4866","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
769,"Gambling & Casinos","Casinos","Sands Hotel Casino - Executive Offices","South Indiana Avenue Bri","Atlantic City","NJ","08401","(609)441-4500","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
770,"Gambling & Casinos","Casinos","Sands Hotel Casino - Hotel Reservations","South Indiana Avenue Bri","Atlantic City","NJ","08401","(609)441-4444","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
771,"Gambling & Casinos","Casinos","Sands Hotel Casino - Purchasing","South Indiana Avenue Bri","Atlantic City","NJ","08401","(609)441-4595","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
772,"Gambling & Casinos","Casinos","Sands Hotel Casino - Sales- Day Tour Sales","South Indiana Avenue Bri","Atlantic City","NJ","08401","(609)441-4703","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
773,"Gambling & Casinos","Casinos","Santa Ana Star Casino","54 Jemez Dam Road","Bernalillo","NM","87004","(505)867-0000","","","www.santaanastar.co","505","35043","MST","Y","35.4078","-106.8201","0200","","Sandoval"
774,"Gambling & Casinos","Casinos","Santa Barbara Systems","3307 South 67th Street Suite 6","Omaha","NE","68106","(402)343-1010","","","","402","31055","CST","Y","41.2389","-96.0014","5920","","Douglas"
775,"Gambling & Casinos","Casinos","Savvy Casino Events","Po Box 8614","Bend","OR","97708","(541)389-5120","","","www.savvycasinoevents.co","541","41017","PST","Y","44.0746","-121.3012","","","Deschutes"
776,"Gambling & Casinos","Casinos","Scarlet's Casino","130 Main Street","Central City","CO","80427","(303)582-2000","","","","303","08047","MST","Y","39.8564","-105.5940","","","Gilpin"
777,"Gambling & Casinos","Casinos","Scotts Bluff County - Gering- Keno","1001 Avenue I","Scottsbluff","NE","69361","(308)635-7640","","","","308","31157","MST","Y","41.9186","-103.6441","","","Scotts Bluff"
778,"Gambling & Casinos","Casinos","Scotty's Roundup Restaurant Lounge Casino","Highway 18 Truck By-Pass","Hot Springs","SD","57747","(605)745-4545","","","www.scottysroundup.co","605","46047","MST","Y","43.3460","-103.4837","","","Fall River"
779,"Gambling & Casinos","Casinos","Seminole Casino Brighton","Highway 721","Okeechobee","FL","34972","(863)467-9998","","","seminolecasinobrighton.co","863","12093","EST","Y","27.4513","-80.9004","","","Okeechobee"
780,"Gambling & Casinos","Casinos","Seminole Casino Coconut Creek","5550 Northwest 40th Street","Coconut Creek","FL","33073","(954)977-6700","","","","954","12011","EST","Y","26.2997","-80.1785","","2680","Broward"
781,"Gambling & Casinos","Casinos","Seminole Casino Of Immokalee","506 South 1st Street","Immokalee","FL","34142","(239)658-1313","","","www.seminole-indian-casino.co","239","12021","EST","Y","26.3154","-81.2708","5345","","Collier"
782,"Gambling & Casinos","Casinos","Seminole Indian Casino Bingo Information","5223 Orient Road","Tampa","FL","33610","(813)623-2239","","","","813","12057","EST","Y","27.9974","-82.4001","8280","","Hillsborough"
783,"Gambling & Casinos","Casinos","Seminole Nation Casino","275 Pressly Foushee Road","Sanford","NC","27330","(919)382-3218","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
784,"Gambling & Casinos","Casinos","Seminole Nation Casino","I 40 Highway 99","Seminole","OK","74868","(405)382-3218","","","","405","40133","CST","Y","35.2974","-96.6647","","","Seminole"
785,"Gambling & Casinos","Casinos","Seneca Niagara Casino & Hotel - Casino- Local","310 4 Niagara Falls 1430","Niagara Falls","NY","14303","(716)299-1100","","","","716","36063","EST","Y","43.0850","-79.0327","1280","","Niagara"
786,"Gambling & Casinos","Casinos","Seneca Niagara Falls Gaming Corporation","107 Delaware Avenue","Buffalo","NY","14202","(716)852-6239","","","","716","36029","EST","Y","42.8876","-78.8806","1280","","Erie"
787,"Gambling & Casinos","Casinos","Seven Eight Nine Bingo","10369 State Highway 789","Riverton","WY","82501","(307)856-3964","","","","307","56013","MST","Y","43.1005","-108.9348","","","Fremont"
788,"Gambling & Casinos","Casinos","Seven Feathers Hotel & Casino - Exit 99","146 Chief Miwaleta Lane","Canyonville","OR","97417","(541)839-1111","","","www.sevenfeathers.co","541","41019","PST","Y","42.9385","-123.2146","","","Douglas"
789,"Gambling & Casinos","Casinos","Sheraton Casino","1107 Casino Center Drive","Robinsonville","MS","38664","(662)363-4900","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
790,"Gambling & Casinos","Casinos","Sho-Ban Gaming Casino Outpost","1707 East County Road","Pocatello","ID","83204","(208)233-1797","","","","208","16005","MST","Y","42.7466","-112.5799","6340","","Bannock"
791,"Gambling & Casinos","Casinos","Shooters Casino & Sports Bar","1600 Avenue D","Billings","MT","59102","(406)252-6220","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
792,"Gambling & Casinos","Casinos","Shooting Star Casino - Casino & Lodge","Highway 59 Jeffers","Mahnomen","MN","56557","(218)935-2701","","","www.starcasino.co","218","27087","CST","Y","47.3584","-95.8016","","","Mahnomen"
793,"Gambling & Casinos","Casinos","Shoshone-Bannock Tribes - Gaming Enterprise","Simplot Road","Fort Hall","ID","83203","(208)237-8774","","","www.shobangaming.co","208","16011","MST","Y","42.9800","-112.3072","","","Bingham"
794,"Gambling & Casinos","Casinos","Showboat Mardi Gras Casino","1 Showboat Place","East Chicago","IN","46312","(219)391-7777","","","","219","18089","CST","Y","41.6430","-87.4575","","2960","Lake"
795,"Gambling & Casinos","Casinos","Sierra Sid's Casino","200 North McCarran Boulevard","Sparks","NV","89431","(775)359-0550","","","","775","32031","PST","Y","39.5386","-119.7498","6720","","Washoe"
796,"Gambling & Casinos","Casinos","Siletz Tribal Gaming Regulatory Agency","2120 Northwest 44th Street Suite A","Lincoln City","OR","97367","(541)996-5497","","","","541","41041","PST","Y","44.9454","-123.8611","","","Lincoln"
797,"Gambling & Casinos","Casinos","Silver Buffalo Casino","620 East Colorado","Anadarko","OK","73005","(405)247-5471","","","","405","40015","CST","Y","35.1088","-98.2078","","","Caddo"
798,"Gambling & Casinos","Casinos","Silver Club Hotel & Casino","1040 Victorian Avenue","Sparks","NV","89431","(775)358-4771","","","www.silverclub.co","775","32031","PST","Y","39.5386","-119.7498","6720","","Washoe"
799,"Gambling & Casinos","Casinos","Silver Dollar Casino","7004 220th Street Southwest","Mountlake Terrace","WA","98043","(425)775-5677","","","www.silverdollar.co","425","53061","PST","Y","47.7924","-122.3065","","7600","Snohomish"
800,"Gambling & Casinos","Casinos","Silver Dollar Casino Mountlake Terrace","7004 220th Street Southwest","Mountlake Terrace","WA","98043","(425)775-5677","","","","425","53061","PST","Y","47.7924","-122.3065","","7600","Snohomish"
801,"Gambling & Casinos","Casinos","Silver Dollar Casino Tacoma-Hosmer","8402 South Hosmer Street","Tacoma","WA","98444","(253)535-0088","","","www.silverdollarcasinos.co","253","53053","PST","Y","47.1471","-122.4620","","8200","Pierce"
802,"Gambling & Casinos","Casinos","Silverton Casino Lodge Las Vegas","3333 Blue Diamond Road","Las Vegas","NV","89139","(702)263-7777","","","www.silvertoncasino.co","702","32003","PST","Y","36.0390","-115.2128","4120","","Clark"
803,"Gambling & Casinos","Casinos","Skelly's Pub & Casino","130 South Phillips Avenue","Sioux Falls","SD","57104","(605)221-0244","","","","605","46099","CST","Y","43.5889","-96.7219","7760","","Minnehaha"
804,"Gambling & Casinos","Casinos","Ski Apache - Inn of the Mountain Gods Resort & Casino","287 Carrizo Canyon Road","Mescalero","NM","88340","(505)464-7777","","","","505","35035","MST","Y","33.1783","-105.6121","","","Otero"
805,"Gambling & Casinos","Casinos","Sky City Casino","1-40 Exit 102","Laguna","NM","87026","(505)552-6017","","","www.casinocity.co","505","35006","MST","Y","34.9068","-107.2798","","","Cibola"
806,"Gambling & Casinos","Casinos","Skyway Park Bowl Casino","11819 Renton Avenue South","Seattle","WA","98178","(206)772-1220","","info@skywayparkbowl.com","www.skywayparkbowl.co","206","53033","PST","Y","47.4965","-122.2516","","7600","King"
807,"Gambling & Casinos","Casinos","Slots Unlimited Online Casino","46A Independence Square","Miami","FL","33166","(868)624-8527","(868)624-1157","roxy@sunnygrp.com","","305","12086","EST","Y","25.8267","-80.3148","","5000","Miami-Dade"
808,"Gambling & Casinos","Casinos","Soaring Eagle Casino & Resort","6800 E Soaring Eagle Blvd","Mount Pleasant","MI","48858","(989)775-4000","","","","989","26073","EST","Y","43.6172","-84.7949","","","Isabella"
809,"Gambling & Casinos","Casinos","Soboba Casino","23333 Soboba Road","San Jacinto","CA","92581","(951)665-1000","","","","951","06065","PST","Y","33.7837","-116.9578","","6780","Riverside"
810,"Gambling & Casinos","Casinos","Sound Solutions","9 Main Street","Norwalk","CT","06851","(203)866-7816","","","www.soundsolutionsdjs.co","203","09001","EST","Y","41.1388","-73.4037","","8040","Fairfield"
811,"Gambling & Casinos","Casinos","South Main Casino & Pub","615 Main Avenue South","Brookings","SD","57006","(605)692-5880","","","","605","46011","CST","Y","44.3014","-96.8692","","","Brookings"
812,"Gambling & Casinos","Casinos","Southern Cruise Casino","Waterfront Ave","Little River","SC","29566","(843)249-9811","","","www.southernelegancecasino.co","843","45051","EST","Y","33.8867","-78.6627","5330","","Horry"
813,"Gambling & Casinos","Casinos","Southfork Casino","1516 4th Avenue North","Billings","MT","59101","(406)252-0272","","","","406","30111","MST","Y","45.6311","-108.3519","0880","","Yellowstone"
814,"Gambling & Casinos","Casinos","Southgate Casino","2525 South Washington Street","Grand Forks","ND","58201","(701)775-6174","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
815,"Gambling & Casinos","Casinos","Southwest Casino & Hotel Ventures Inc","2001 Killebrew Drive","Minneapolis","MN","55425","(952)853-9990","","","www.northmetroharness.co","952","27053","CST","Y","44.8440","-93.2391","5120","","Hennepin"
816,"Gambling & Casinos","Casinos","Southwest Casino Productions","10320 Boulder","Austin","TX","78726","(512)258-0833","","","","512","48453","CST","Y","30.4306","-97.8435","0640","","Travis"
817,"Gambling & Casinos","Casinos","Southwest Casino Productions","P.O. Box 451436","Houston","TX","77002","(713)972-1113","","swcasinohouston@cableone.net","www.swcasinoproductions.co","713","48201","CST","Y","29.7594","-95.3630","","3360","Harris"
818,"Gambling & Casinos","Casinos","Spin Fever","1115 Portage Lakes Drive","Akron","OH","44319","(330)245-0960","","","","330","39153","EST","Y","40.9839","-81.5315","","0080","Summit"
819,"Gambling & Casinos","Casinos","Spirit Mountain Casino","8555 Highway 95","Mohave Valley","AZ","86440","(928)346-2000","","","www.spiritmountaincasinoaz.co","928","04015","MST","N","34.9071","-114.5411","4120","","Mohave"
820,"Gambling & Casinos","Casinos","Spirit Mountain Casino","Highway 18","Grand Ronde","OR","97347","(503)879-2350","","","www.spiritmountain.co","503","41053","PST","Y","45.1093","-123.6869","","7080","Polk"
821,"Gambling & Casinos","Casinos","Sports Valley","9136 Riverside Drive","Parker","AZ","85344","(928)667-2756","","","","928","04012","MST","N","33.8418","-114.0997","","","La Paz"
822,"Gambling & Casinos","Casinos","Sports World Casino","3025 South Las Vegas Boulevard","Las Vegas","NV","89109","(702)967-5051","","","","702","32003","PST","Y","36.1265","-115.1527","4120","","Clark"
823,"Gambling & Casinos","Casinos","Sportsview Bar & Grill","1021 Baltimore Pike","Concord","PA","17217","(610)361-9000","","","","717","42055","EST","Y","40.2519","-77.7005","","","Franklin"
824,"Gambling & Casinos","Casinos","Springs at Silver Bell","7759 North Silverbell Road Apt 13106","Tucson","AZ","85743","(520)579-9649","","","","520","04019","MST","N","32.3120","-111.2105","8520","","Pima"
825,"Gambling & Casinos","Casinos","St Corix Casino & Hotel","777 US Highway 8","Amery","WI","54001","(715)986-4777","","","www.stcroixcasino.co","715","55095","CST","Y","45.3559","-92.3527","","","Polk"
826,"Gambling & Casinos","Casinos","St Corix Casino & Hotel","777 US Highway 8 63","Turtle Lake","WI","54889","(715)986-4777","","","www.stcroixcasino.co","715","55005","CST","Y","45.4484","-92.2038","","","Barron"
827,"Gambling & Casinos","Casinos","Starchip Enterprises","P.O. Box 140557","Howard Beach","NY","11414","(718)738-8125","","starchip@nyc.rr.com","www.starchip.co","718","36081","EST","Y","40.6579","-73.8447","","5600","Queens"
828,"Gambling & Casinos","Casinos","Stardust Resort & Casino","1001 Dillingham Boulevard Suite 210","Honolulu","HI","96817","(808)847-4918","","","","808","15003","PST-2","N","21.3414","-157.8359","3320","","Honolulu"
829,"Gambling & Casinos","Casinos","Starlight Tours And Travel Inc","2510 Capital Avenue Southwest","Battle Creek","MI","49015","(269)969-9900","","","www.travelwithstarlight.co","269","26025","EST","Y","42.2966","-85.2371","3720","","Calhoun"
830,"Gambling & Casinos","Casinos","Starz Casino","2466 Toomey Road","Vinton","LA","70668","(337)589-5628","","","","337","22019","CST","Y","30.1633","-93.5833","3960","","Calcasieu"
831,"Gambling & Casinos","Casinos","Statistical Blackjack Analyzer - Simulator","1400 West Fredonia","Peoria","IL","61606","(309)676-6217","","karel@lydia.bradley.edu","","309","17143","CST","Y","40.7000","-89.6120","6120","","Peoria"
832,"Gambling & Casinos","Casinos","Sterling Casino Lines","101 George J King Boulevard","Cape Canaveral","FL","32920","(321)784-7478","","","www.sterlingcasinolines.co","321","12009","EST","Y","28.3971","-80.6086","4900","","Brevard"
833,"Gambling & Casinos","Casinos","Sterling Casino Lines Reservations","180 Christopher Columbus","Cape Canaveral","FL","32920","(321)784-8558","","","","321","12009","EST","Y","28.3971","-80.6086","4900","","Brevard"
834,"Gambling & Casinos","Casinos","Studebaker's Restaurant Bar & Casino","137 Frontage Road","Duson","LA","70529","(337)873-9555","","","","337","22055","CST","Y","30.1888","-92.1725","3880","","Lafayette"
835,"Gambling & Casinos","Casinos","Sun Cruz Casino","610 Glen Cheek Drive","Cape Canaveral","FL","32920","(321)783-2770","","","www.suncruzcasino.co","321","12009","EST","Y","28.3971","-80.6086","4900","","Brevard"
836,"Gambling & Casinos","Casinos","Sun International","730 5th Avenue","New York","NY","10019","(212)659-5200","","","","212","36061","EST","Y","40.7652","-73.9853","","5600","New York"
837,"Gambling & Casinos","Casinos","Suncoast Casino Inc","6 Rowe Square","Gloucester","MA","01930","(978)282-4456","","","","978","25009","EST","Y","42.6166","-70.7157","","1120","Essex"
838,"Gambling & Casinos","Casinos","Suncruz Casino","647 East Dania Beach Boulevard","Dania","FL","33004","(954)929-3880","","","","954","12011","EST","Y","26.0519","-80.1424","","2680","Broward"
839,"Gambling & Casinos","Casinos","Suncruz Casinos","4880 Front Street","Ponce Inlet","FL","32127","(386)322-9028","","","","386","12127","EST","Y","29.1091","-80.9979","2020","","Volusia"
840,"Gambling & Casinos","Casinos","Sundance Casino","1919 Evangeline Road","Jennings","LA","70546","(337)616-9605","","","","337","22053","CST","Y","30.1991","-92.6684","","","Jefferson Davis"
841,"Gambling & Casinos","Casinos","Sunland Park Racetrack & Casino","1200 Futurity Drive","Sunland Park","NM","88063","(505)874-5200","","","www.sunland-park.co","505","35013","MST","Y","31.7917","-106.5924","4100","","Dona Ana"
842,"Gambling & Casinos","Casinos","Sunray Gaming Llc","39 Road 5568","Farmington","NM","87401","(505)566-1200","","","www.sunraygaming.co","505","35045","MST","Y","36.3443","-108.1449","","","San Juan"
843,"Gambling & Casinos","Casinos","Sunray Gaming Llc","41 Road 5568","Farmington","NM","87401","(505)325-3798","","","","505","35045","MST","Y","36.3443","-108.1449","","","San Juan"
844,"Gambling & Casinos","Casinos","Suquamish Clearwater Casino","15347 Suquamish Way Northeast","Suquamish","WA","98392","(360)598-3932","","","","360","53035","PST","Y","47.7317","-122.5627","","1150","Kitsap"
845,"Gambling & Casinos","Casinos","Suquamish Clearwater Casino","15347 Suquamish Way Northeast","Suquamish","WA","98392","(360)598-6889","","jobs@clearwatercasino.com","","360","53035","PST","Y","47.7317","-122.5627","","1150","Kitsap"
846,"Gambling & Casinos","Casinos","Suquamish Clearwater Casino","15347 Suquamish Way Northeast","Suquamish","WA","98392","(360)697-3180","","","","360","53035","PST","Y","47.7317","-122.5627","","1150","Kitsap"
847,"Gambling & Casinos","Casinos","Tcs Casino","1711 Grand Avenue","Billings","MT","59102","(406)256-0202","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
848,"Gambling & Casinos","Casinos","Team Makers Gaming & Bowler Casino","2630 University Drive South","Fargo","ND","58103","(701)271-8400","","","","701","38017","CST","Y","46.8551","-96.8240","2520","","Cass"
849,"Gambling & Casinos","Casinos","Terrace Lanes Casino","18029 79 1/2 Street Southeast","Wahpeton","ND","58075","(701)642-6883","","","","701","38077","CST","Y","46.3099","-96.7867","","","Richland"
850,"Gambling & Casinos","Casinos","Terrible's Hotel Casino","4100 Paradise Road","Las Vegas","NV","89169","(702)733-7000","(702)651-2415","","www.terribleherbst.co","","","","","","","","",""
851,"Gambling & Casinos","Casinos","Terrible's Lakeside Casino","777 Casino Drive","Osceola","IA","50213","(641)342-9511","","","www.terriblesherbst.co","641","19039","CST","Y","41.0111","-93.7971","","","Clarke"
852,"Gambling & Casinos","Casinos","Terrible's St Jo Frontier Casino","777 Winners Circle","Saint Joseph","MO","64505","(816)279-5514","","","www.terribleherbst.co","816","29021","CST","Y","39.8139","-94.8455","7000","","Buchanan"
853,"Gambling & Casinos","Casinos","Texas Joe's","5269 Irwin Road","Huntington","WV","25705","(304)302-0540","","","","304","54011","EST","Y","38.4038","-82.3597","3400","","Cabell"
854,"Gambling & Casinos","Casinos","Texas Treasure Casino Cruise Business Office","1401 West Wheeler Avenue","Aransas Pass","TX","78336","(361)758-4444","","","","361","48409","CST","Y","27.9399","-97.1805","1880","","San Patricio"
855,"Gambling & Casinos","Casinos","Texas Treasure Casino Cruise Info and Reservation","225 Highway 361 South","Aransas Pass","TX","78336","(361)758-4447","","","","361","48409","CST","Y","27.9399","-97.1805","1880","","San Patricio"
856,"Gambling & Casinos","Casinos","The 101 Casino - Main Number & Card Room","5151 Montero Way","Petaluma","CA","94954","(707)795-6121","","","","707","06097","PST","Y","38.2306","-122.5591","","7500","Sonoma"
